tileDepthTextureAssignments
{
    VERSION = 1,
    airplane_tiles_02_Simon_MD_48 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_49 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_50 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_54 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_55 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_56 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_61 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_62 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_63 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_66 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_67 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_68 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_72 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_73 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_77 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_78 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_79 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_82 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_83 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_87 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_88 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_91 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_92 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_02_Simon_MD_96 = airplane_tiles_02_Simon_MD_10,
    airplane_tiles_03_Simon_MD_34 = airplane_tiles_03_Simon_MD_32,
    airplane_tiles_03_Simon_MD_36 = airplane_tiles_03_Simon_MD_32,
    airplane_tiles_03_Simon_MD_43 = airplane_tiles_03_Simon_MD_42,
    airplane_tiles_03_Simon_MD_45 = airplane_tiles_03_Simon_MD_44,
    airplane_tiles_04_Simon_MD_36 = airplane_tiles_04_Simon_MD_37,
    airplane_tiles_04_Simon_MD_48 = airplane_tiles_Simon_MD_48,
    airplane_tiles_04_Simon_MD_49 = airplane_tiles_Simon_MD_49,
    airplane_tiles_04_Simon_MD_50 = airplane_tiles_Simon_MD_50,
    airplane_tiles_04_Simon_MD_52 = airplane_tiles_Simon_MD_52,
    airplane_tiles_04_Simon_MD_53 = airplane_tiles_Simon_MD_53,
    airplane_tiles_04_Simon_MD_54 = airplane_tiles_Simon_MD_54,
    airplane_tiles_04_Simon_MD_55 = airplane_tiles_Simon_MD_55,
    airplane_tiles_04_Simon_MD_56 = airplane_tiles_Simon_MD_56,
    airplane_tiles_04_Simon_MD_57 = airplane_tiles_Simon_MD_57,
    airplane_tiles_04_Simon_MD_58 = airplane_tiles_Simon_MD_58,
    airplane_tiles_04_Simon_MD_59 = airplane_tiles_Simon_MD_59,
    airplane_tiles_04_Simon_MD_76 = airplane_tiles_Simon_MD_76,
    airplane_tiles_04_Simon_MD_77 = airplane_tiles_Simon_MD_77,
    airplane_tiles_04_Simon_MD_78 = airplane_tiles_Simon_MD_78,
    airplane_tiles_04_Simon_MD_79 = airplane_tiles_Simon_MD_79,
    airplane_tiles_04_Simon_MD_95 = airplane_tiles_Simon_MD_95,
    airplane_tiles_05_Simon_MD_157 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_158 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_159 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_160 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_161 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_162 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_163 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_164 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_165 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_166 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_05_Simon_MD_179 = airplane_tiles_05_Simon_MD_178,
    airplane_tiles_05_Simon_MD_197 = airplane_tiles_02_Simon_MD_197,
    airplane_tiles_05_Simon_MD_199 = airplane_tiles_02_Simon_MD_199,
    airplane_tiles_06_Simon_MD_10 = airplane_tiles_03_Simon_MD_10,
    airplane_tiles_06_Simon_MD_11 = airplane_tiles_03_Simon_MD_11,
    airplane_tiles_06_Simon_MD_12 = airplane_tiles_03_Simon_MD_12,
    airplane_tiles_06_Simon_MD_13 = airplane_tiles_03_Simon_MD_13,
    airplane_tiles_06_Simon_MD_14 = airplane_tiles_03_Simon_MD_14,
    airplane_tiles_06_Simon_MD_15 = airplane_tiles_03_Simon_MD_15,
    airplane_tiles_06_Simon_MD_16 = airplane_tiles_03_Simon_MD_16,
    airplane_tiles_06_Simon_MD_17 = airplane_tiles_03_Simon_MD_17,
    airplane_tiles_06_Simon_MD_18 = airplane_tiles_03_Simon_MD_18,
    airplane_tiles_06_Simon_MD_19 = airplane_tiles_03_Simon_MD_19,
    airplane_tiles_06_Simon_MD_20 = airplane_tiles_03_Simon_MD_20,
    airplane_tiles_06_Simon_MD_21 = airplane_tiles_03_Simon_MD_21,
    airplane_tiles_06_Simon_MD_22 = airplane_tiles_03_Simon_MD_22,
    airplane_tiles_06_Simon_MD_23 = airplane_tiles_03_Simon_MD_23,
    airplane_tiles_06_Simon_MD_24 = airplane_tiles_03_Simon_MD_24,
    airplane_tiles_06_Simon_MD_25 = airplane_tiles_03_Simon_MD_25,
    airplane_tiles_06_Simon_MD_26 = airplane_tiles_03_Simon_MD_26,
    airplane_tiles_06_Simon_MD_27 = airplane_tiles_03_Simon_MD_27,
    airplane_tiles_06_Simon_MD_28 = airplane_tiles_03_Simon_MD_28,
    airplane_tiles_06_Simon_MD_8 = airplane_tiles_03_Simon_MD_8,
    airplane_tiles_06_Simon_MD_9 = airplane_tiles_03_Simon_MD_9,
    airplane_tiles_07_Simon_MD_0 = airplane_tiles_Simon_MD_0,
    airplane_tiles_07_Simon_MD_1 = airplane_tiles_04_Simon_MD_12,
    airplane_tiles_07_Simon_MD_10 = airplane_tiles_04_Simon_MD_35,
    airplane_tiles_07_Simon_MD_11 = airplane_tiles_04_Simon_MD_34,
    airplane_tiles_07_Simon_MD_12 = airplane_tiles_04_Simon_MD_33,
    airplane_tiles_07_Simon_MD_120 = airplane_tiles_Simon_MD_0,
    airplane_tiles_07_Simon_MD_121 = airplane_tiles_04_Simon_MD_12,
    airplane_tiles_07_Simon_MD_122 = airplane_tiles_Simon_MD_9,
    airplane_tiles_07_Simon_MD_123 = airplane_tiles_04_Simon_MD_14,
    airplane_tiles_07_Simon_MD_124 = airplane_tiles_Simon_MD_32,
    airplane_tiles_07_Simon_MD_125 = airplane_tiles_Simon_MD_33,
    airplane_tiles_07_Simon_MD_126 = airplane_tiles_Simon_MD_34,
    airplane_tiles_07_Simon_MD_127 = airplane_tiles_Simon_MD_35,
    airplane_tiles_07_Simon_MD_128 = airplane_tiles_Simon_MD_36,
    airplane_tiles_07_Simon_MD_129 = airplane_tiles_Simon_MD_37,
    airplane_tiles_07_Simon_MD_13 = airplane_tiles_04_Simon_MD_32,
    airplane_tiles_07_Simon_MD_130 = airplane_tiles_04_Simon_MD_35,
    airplane_tiles_07_Simon_MD_131 = airplane_tiles_04_Simon_MD_34,
    airplane_tiles_07_Simon_MD_132 = airplane_tiles_04_Simon_MD_33,
    airplane_tiles_07_Simon_MD_133 = airplane_tiles_04_Simon_MD_32,
    airplane_tiles_07_Simon_MD_134 = airplane_tiles_04_Simon_MD_39,
    airplane_tiles_07_Simon_MD_135 = airplane_tiles_04_Simon_MD_38,
    airplane_tiles_07_Simon_MD_136 = airplane_tiles_08_Simon_MD_16,
    airplane_tiles_07_Simon_MD_137 = airplane_tiles_08_Simon_MD_17,
    airplane_tiles_07_Simon_MD_138 = airplane_tiles_08_Simon_MD_18,
    airplane_tiles_07_Simon_MD_139 = airplane_tiles_08_Simon_MD_19,
    airplane_tiles_07_Simon_MD_14 = airplane_tiles_04_Simon_MD_39,
    airplane_tiles_07_Simon_MD_140 = airplane_tiles_08_Simon_MD_20,
    airplane_tiles_07_Simon_MD_141 = airplane_tiles_08_Simon_MD_21,
    airplane_tiles_07_Simon_MD_142 = airplane_tiles_08_Simon_MD_22,
    airplane_tiles_07_Simon_MD_143 = airplane_tiles_08_Simon_MD_23,
    airplane_tiles_07_Simon_MD_144 = airplane_tiles_02_Simon_MD_128,
    airplane_tiles_07_Simon_MD_145 = airplane_tiles_02_Simon_MD_129,
    airplane_tiles_07_Simon_MD_146 = airplane_tiles_02_Simon_MD_130,
    airplane_tiles_07_Simon_MD_147 = airplane_tiles_02_Simon_MD_131,
    airplane_tiles_07_Simon_MD_148 = airplane_tiles_02_Simon_MD_132,
    airplane_tiles_07_Simon_MD_149 = airplane_tiles_02_Simon_MD_134,
    airplane_tiles_07_Simon_MD_15 = airplane_tiles_04_Simon_MD_38,
    airplane_tiles_07_Simon_MD_150 = airplane_tiles_02_Simon_MD_135,
    airplane_tiles_07_Simon_MD_151 = airplane_tiles_02_Simon_MD_136,
    airplane_tiles_07_Simon_MD_152 = airplane_tiles_05_Simon_MD_128,
    airplane_tiles_07_Simon_MD_153 = airplane_tiles_05_Simon_MD_129,
    airplane_tiles_07_Simon_MD_154 = airplane_tiles_05_Simon_MD_130,
    airplane_tiles_07_Simon_MD_155 = airplane_tiles_05_Simon_MD_131,
    airplane_tiles_07_Simon_MD_156 = airplane_tiles_05_Simon_MD_132,
    airplane_tiles_07_Simon_MD_157 = airplane_tiles_05_Simon_MD_134,
    airplane_tiles_07_Simon_MD_158 = airplane_tiles_05_Simon_MD_135,
    airplane_tiles_07_Simon_MD_159 = airplane_tiles_05_Simon_MD_136,
    airplane_tiles_07_Simon_MD_16 = airplane_tiles_08_Simon_MD_16,
    airplane_tiles_07_Simon_MD_160 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_161 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_162 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_163 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_164 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_165 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_166 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_167 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_168 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_169 = airplane_tiles_02_Simon_MD_167,
    airplane_tiles_07_Simon_MD_17 = airplane_tiles_08_Simon_MD_17,
    airplane_tiles_07_Simon_MD_170 = airplane_tiles_02_Simon_MD_172,
    airplane_tiles_07_Simon_MD_171 = airplane_tiles_02_Simon_MD_173,
    airplane_tiles_07_Simon_MD_172 = airplane_tiles_02_Simon_MD_174,
    airplane_tiles_07_Simon_MD_173 = airplane_tiles_02_Simon_MD_175,
    airplane_tiles_07_Simon_MD_176 = airplane_tiles_02_Simon_MD_178,
    airplane_tiles_07_Simon_MD_177 = airplane_tiles_02_Simon_MD_179,
    airplane_tiles_07_Simon_MD_178 = airplane_tiles_02_Simon_MD_180,
    airplane_tiles_07_Simon_MD_179 = airplane_tiles_02_Simon_MD_181,
    airplane_tiles_07_Simon_MD_18 = airplane_tiles_08_Simon_MD_18,
    airplane_tiles_07_Simon_MD_180 = airplane_tiles_02_Simon_MD_182,
    airplane_tiles_07_Simon_MD_181 = airplane_tiles_02_Simon_MD_183,
    airplane_tiles_07_Simon_MD_182 = airplane_tiles_02_Simon_MD_184,
    airplane_tiles_07_Simon_MD_183 = airplane_tiles_02_Simon_MD_185,
    airplane_tiles_07_Simon_MD_184 = airplane_tiles_02_Simon_MD_186,
    airplane_tiles_07_Simon_MD_185 = airplane_tiles_02_Simon_MD_187,
    airplane_tiles_07_Simon_MD_186 = airplane_tiles_02_Simon_MD_188,
    airplane_tiles_07_Simon_MD_187 = airplane_tiles_02_Simon_MD_189,
    airplane_tiles_07_Simon_MD_19 = airplane_tiles_08_Simon_MD_19,
    airplane_tiles_07_Simon_MD_192 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_193 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_194 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_195 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_196 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_197 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_198 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_199 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_2 = airplane_tiles_Simon_MD_9,
    airplane_tiles_07_Simon_MD_20 = airplane_tiles_08_Simon_MD_20,
    airplane_tiles_07_Simon_MD_200 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_201 = airplane_tiles_05_Simon_MD_167,
    airplane_tiles_07_Simon_MD_202 = airplane_tiles_05_Simon_MD_172,
    airplane_tiles_07_Simon_MD_203 = airplane_tiles_05_Simon_MD_173,
    airplane_tiles_07_Simon_MD_204 = airplane_tiles_05_Simon_MD_174,
    airplane_tiles_07_Simon_MD_205 = airplane_tiles_05_Simon_MD_175,
    airplane_tiles_07_Simon_MD_208 = airplane_tiles_05_Simon_MD_178,
    airplane_tiles_07_Simon_MD_209 = airplane_tiles_05_Simon_MD_178,
    airplane_tiles_07_Simon_MD_21 = airplane_tiles_08_Simon_MD_21,
    airplane_tiles_07_Simon_MD_211 = airplane_tiles_05_Simon_MD_181,
    airplane_tiles_07_Simon_MD_212 = airplane_tiles_05_Simon_MD_182,
    airplane_tiles_07_Simon_MD_213 = airplane_tiles_05_Simon_MD_183,
    airplane_tiles_07_Simon_MD_214 = airplane_tiles_05_Simon_MD_184,
    airplane_tiles_07_Simon_MD_215 = airplane_tiles_05_Simon_MD_185,
    airplane_tiles_07_Simon_MD_216 = airplane_tiles_05_Simon_MD_186,
    airplane_tiles_07_Simon_MD_217 = airplane_tiles_05_Simon_MD_187,
    airplane_tiles_07_Simon_MD_218 = airplane_tiles_05_Simon_MD_188,
    airplane_tiles_07_Simon_MD_219 = airplane_tiles_05_Simon_MD_189,
    airplane_tiles_07_Simon_MD_22 = airplane_tiles_08_Simon_MD_22,
    airplane_tiles_07_Simon_MD_23 = airplane_tiles_08_Simon_MD_23,
    airplane_tiles_07_Simon_MD_24 = airplane_tiles_02_Simon_MD_128,
    airplane_tiles_07_Simon_MD_25 = airplane_tiles_02_Simon_MD_129,
    airplane_tiles_07_Simon_MD_26 = airplane_tiles_02_Simon_MD_130,
    airplane_tiles_07_Simon_MD_27 = airplane_tiles_02_Simon_MD_131,
    airplane_tiles_07_Simon_MD_28 = airplane_tiles_02_Simon_MD_132,
    airplane_tiles_07_Simon_MD_29 = airplane_tiles_02_Simon_MD_134,
    airplane_tiles_07_Simon_MD_3 = airplane_tiles_04_Simon_MD_14,
    airplane_tiles_07_Simon_MD_30 = airplane_tiles_02_Simon_MD_135,
    airplane_tiles_07_Simon_MD_31 = airplane_tiles_02_Simon_MD_136,
    airplane_tiles_07_Simon_MD_32 = airplane_tiles_05_Simon_MD_128,
    airplane_tiles_07_Simon_MD_33 = airplane_tiles_05_Simon_MD_129,
    airplane_tiles_07_Simon_MD_34 = airplane_tiles_05_Simon_MD_130,
    airplane_tiles_07_Simon_MD_35 = airplane_tiles_05_Simon_MD_131,
    airplane_tiles_07_Simon_MD_36 = airplane_tiles_05_Simon_MD_132,
    airplane_tiles_07_Simon_MD_37 = airplane_tiles_05_Simon_MD_134,
    airplane_tiles_07_Simon_MD_38 = airplane_tiles_05_Simon_MD_135,
    airplane_tiles_07_Simon_MD_39 = airplane_tiles_05_Simon_MD_136,
    airplane_tiles_07_Simon_MD_4 = airplane_tiles_Simon_MD_32,
    airplane_tiles_07_Simon_MD_40 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_41 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_42 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_43 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_44 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_45 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_46 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_47 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_48 = airplane_tiles_02_Simon_MD_156,
    airplane_tiles_07_Simon_MD_49 = airplane_tiles_02_Simon_MD_167,
    airplane_tiles_07_Simon_MD_5 = airplane_tiles_Simon_MD_33,
    airplane_tiles_07_Simon_MD_50 = airplane_tiles_02_Simon_MD_172,
    airplane_tiles_07_Simon_MD_51 = airplane_tiles_02_Simon_MD_173,
    airplane_tiles_07_Simon_MD_52 = airplane_tiles_02_Simon_MD_174,
    airplane_tiles_07_Simon_MD_53 = airplane_tiles_02_Simon_MD_175,
    airplane_tiles_07_Simon_MD_56 = airplane_tiles_02_Simon_MD_178,
    airplane_tiles_07_Simon_MD_57 = airplane_tiles_02_Simon_MD_179,
    airplane_tiles_07_Simon_MD_58 = airplane_tiles_02_Simon_MD_180,
    airplane_tiles_07_Simon_MD_59 = airplane_tiles_02_Simon_MD_181,
    airplane_tiles_07_Simon_MD_6 = airplane_tiles_Simon_MD_34,
    airplane_tiles_07_Simon_MD_60 = airplane_tiles_02_Simon_MD_182,
    airplane_tiles_07_Simon_MD_61 = airplane_tiles_02_Simon_MD_183,
    airplane_tiles_07_Simon_MD_62 = airplane_tiles_02_Simon_MD_184,
    airplane_tiles_07_Simon_MD_63 = airplane_tiles_02_Simon_MD_185,
    airplane_tiles_07_Simon_MD_64 = airplane_tiles_02_Simon_MD_186,
    airplane_tiles_07_Simon_MD_65 = airplane_tiles_02_Simon_MD_187,
    airplane_tiles_07_Simon_MD_66 = airplane_tiles_02_Simon_MD_188,
    airplane_tiles_07_Simon_MD_67 = airplane_tiles_02_Simon_MD_189,
    airplane_tiles_07_Simon_MD_7 = airplane_tiles_Simon_MD_35,
    airplane_tiles_07_Simon_MD_74 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_75 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_76 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_77 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_78 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_79 = airplane_tiles_07_Simon_MD_73,
    airplane_tiles_07_Simon_MD_8 = airplane_tiles_Simon_MD_36,
    airplane_tiles_07_Simon_MD_80 = airplane_tiles_05_Simon_MD_156,
    airplane_tiles_07_Simon_MD_81 = airplane_tiles_05_Simon_MD_167,
    airplane_tiles_07_Simon_MD_82 = airplane_tiles_05_Simon_MD_172,
    airplane_tiles_07_Simon_MD_83 = airplane_tiles_05_Simon_MD_173,
    airplane_tiles_07_Simon_MD_84 = airplane_tiles_05_Simon_MD_174,
    airplane_tiles_07_Simon_MD_85 = airplane_tiles_05_Simon_MD_175,
    airplane_tiles_07_Simon_MD_88 = airplane_tiles_05_Simon_MD_178,
    airplane_tiles_07_Simon_MD_89 = airplane_tiles_05_Simon_MD_178,
    airplane_tiles_07_Simon_MD_9 = airplane_tiles_Simon_MD_37,
    airplane_tiles_07_Simon_MD_90 = airplane_tiles_05_Simon_MD_180,
    airplane_tiles_07_Simon_MD_91 = airplane_tiles_05_Simon_MD_181,
    airplane_tiles_07_Simon_MD_92 = airplane_tiles_05_Simon_MD_182,
    airplane_tiles_07_Simon_MD_93 = airplane_tiles_05_Simon_MD_183,
    airplane_tiles_07_Simon_MD_94 = airplane_tiles_05_Simon_MD_184,
    airplane_tiles_07_Simon_MD_95 = airplane_tiles_05_Simon_MD_185,
    airplane_tiles_07_Simon_MD_96 = airplane_tiles_05_Simon_MD_186,
    airplane_tiles_07_Simon_MD_97 = airplane_tiles_05_Simon_MD_187,
    airplane_tiles_07_Simon_MD_98 = airplane_tiles_05_Simon_MD_188,
    airplane_tiles_07_Simon_MD_99 = airplane_tiles_05_Simon_MD_189,
    airplane_tiles_08_Simon_MD_0 = airplane_tiles_Simon_MD_0,
    airplane_tiles_08_Simon_MD_1 = airplane_tiles_04_Simon_MD_12,
    airplane_tiles_08_Simon_MD_10 = airplane_tiles_04_Simon_MD_35,
    airplane_tiles_08_Simon_MD_100 = airplane_tiles_08_Simon_MD_103,
    airplane_tiles_08_Simon_MD_101 = airplane_tiles_08_Simon_MD_103,
    airplane_tiles_08_Simon_MD_102 = airplane_tiles_08_Simon_MD_103,
    airplane_tiles_08_Simon_MD_11 = airplane_tiles_04_Simon_MD_34,
    airplane_tiles_08_Simon_MD_12 = airplane_tiles_04_Simon_MD_33,
    airplane_tiles_08_Simon_MD_13 = airplane_tiles_04_Simon_MD_32,
    airplane_tiles_08_Simon_MD_2 = airplane_tiles_Simon_MD_9,
    airplane_tiles_08_Simon_MD_24 = airplane_tiles_02_Simon_MD_128,
    airplane_tiles_08_Simon_MD_25 = airplane_tiles_02_Simon_MD_129,
    airplane_tiles_08_Simon_MD_26 = airplane_tiles_02_Simon_MD_130,
    airplane_tiles_08_Simon_MD_27 = airplane_tiles_02_Simon_MD_131,
    airplane_tiles_08_Simon_MD_28 = airplane_tiles_02_Simon_MD_132,
    airplane_tiles_08_Simon_MD_29 = airplane_tiles_02_Simon_MD_134,
    airplane_tiles_08_Simon_MD_3 = airplane_tiles_04_Simon_MD_14,
    airplane_tiles_08_Simon_MD_30 = airplane_tiles_02_Simon_MD_135,
    airplane_tiles_08_Simon_MD_32 = airplane_tiles_05_Simon_MD_128,
    airplane_tiles_08_Simon_MD_33 = airplane_tiles_05_Simon_MD_129,
    airplane_tiles_08_Simon_MD_34 = airplane_tiles_05_Simon_MD_130,
    airplane_tiles_08_Simon_MD_35 = airplane_tiles_05_Simon_MD_131,
    airplane_tiles_08_Simon_MD_36 = airplane_tiles_05_Simon_MD_132,
    airplane_tiles_08_Simon_MD_37 = airplane_tiles_05_Simon_MD_134,
    airplane_tiles_08_Simon_MD_38 = airplane_tiles_05_Simon_MD_135,
    airplane_tiles_08_Simon_MD_4 = airplane_tiles_Simon_MD_32,
    airplane_tiles_08_Simon_MD_40 = airplane_tiles_02_Simon_MD_173,
    airplane_tiles_08_Simon_MD_41 = airplane_tiles_02_Simon_MD_174,
    airplane_tiles_08_Simon_MD_42 = airplane_tiles_02_Simon_MD_175,
