# Lotpack Editor Patch File
# Format: action, worldX, worldY, z, tileName[, newTile]
#
# Actions:
#   add            — place a new tile object at the coordinate
#   remove         — delete a tile object at the coordinate
#   set            — change an existing tile to a different one (needs 6th field)
#   removeAllRange — clear ALL objects in a 3D box: x1, y1, z1, x2, y2, z2
#   addAllRange    — add a tile to every square in a 3D box: x1, y1, z1, x2, y2, z2, tileName
#   removeAllBut   — remove all objects EXCEPT a specific tile: x, y, z, tileName
#
# Cell is automatically derived: cellX = worldX / 256, cellY = worldY / 256
#
# How to find world coordinates:
#   1. Run PZ with -debug flag
#   2. Enable tile info overlay (debug panel)
#   3. Hover over the tile — note the X, Y, Z and sprite name
#
# Tips:
#   - Use LotpackEditor --search to find all locations of a tile
#   - Use LotpackEditor --inspect-at to see what's stacked at a position
#   - Multiple objects can exist at the same (x,y,z) — they render in order
#   - Backups (.bak) are created automatically before any write
#
# ============================================================
# Worldmap Sync (optional - need worldmap.xml path):
#
# Road polygons: any 'add' at z=0 of 'blends_street_01_85' automatically
#   emits a tertiary highway polygon in worldmap.xml.
#
# Polygon clipping: removeAllRange clear areas automatically clip
#   overlapping worldmap features (forest, vegetation, buildings, etc.)
#   so the underlying tile graphics render on the minimap.
#
# worldmap.xml.bin is auto-regenerated after sync.
# ============================================================
#
# ============================================================
# Example: Remove a clipping door wall at a specific coordinate
# remove, 6637, 6608, 0, fixtures_doors_fences_01_64
#
# Example: Swap a broken texture for a correct one at a coordinate
# set, 6637, 6608, 0, vegetation_groundcover_01_18, d_generic_1_87
#
# Example: Add road tiles to connect a gap (one per square)
# add, 6637, 6608, 0, floors_exterior_street_01_0
# add, 6638, 6608, 0, floors_exterior_street_01_0
# add, 6639, 6608, 0, floors_exterior_street_01_0
#
# Example: Add bridge pieces over water
# add, 6650, 6700, 0, construction_01_48
# add, 6651, 6700, 0, construction_01_48
# add, 6652, 6700, 0, construction_01_48
#
# Example: Clear all objects in a rectangular area (e.g. to flatten for road)
# removeAllRange, 6780, 6600, 0, 6800, 6605, 0
#
# Example: Add road surface to every square in a rectangular area
# addAllRange, 6780, 6600, 0, 6800, 6605, 0, floors_exterior_street_01_0
# addAllRange, 6775, 6637, 0, 6771, 6604, 0, blends_street_01_85

removeAllBut, 6671, 6632, 0, fencing_01_4
addAllRange, 6771, 6639, 0, 6775, 6611, 0, blends_street_01_85
add, 6676, 6614, 0, blends_street_01_85
add, 6677, 6614, 0, blends_street_01_85
add, 6676, 6613, 0, blends_street_01_85
add, 6677, 6613, 0, blends_street_01_85
add, 6677, 6612, 0, blends_street_01_85
add, 6676, 6612, 0, blends_street_01_85
remove,6771,6632,0,vegetation_ornamental_01_5
remove,6771,6633,0,vegetation_ornamental_01_5
remove,6771,6634,0,vegetation_ornamental_01_5
remove,6771,6635,0,vegetation_ornamental_01_5
remove,6771,6636,0,vegetation_ornamental_01_5
remove,6771,6637,0,vegetation_ornamental_01_5
remove,6775,6631,0,fencing_01_8
add, 6993, 6600, 0, fencing_01_65
add, 6992, 6600, 0, fencing_01_64
add, 6991, 6600, 0, fencing_01_65
add, 6990, 6600, 0, fencing_01_64
add, 6989, 6600, 0, fencing_01_65
add, 6988, 6600, 0, fencing_01_64
add, 6987, 6600, 0, fencing_01_65
add, 6986, 6600, 0, fencing_01_64
add, 6985, 6600, 0, fencing_01_65
add, 6984, 6600, 0, fencing_01_64
add, 6983, 6600, 0, fencing_01_65
add, 6982, 6600, 0, fencing_01_64
add, 6983, 6600, 0, fencing_01_65
add, 6981, 6600, 0, fencing_01_64
add, 6980, 6600, 0, fencing_01_65
add, 6979, 6600, 0, fencing_01_64
add, 6978, 6600, 0, fencing_01_65
add, 6977, 6600, 0, fencing_01_64
add, 6976, 6600, 0, fencing_01_65
add, 6975, 6600, 0, fencing_01_64
add, 6974, 6600, 0, fencing_01_65
addAllRange, 6776, 6617, 0, 6776, 6607, 0, blends_street_01_85
addAllRange, 6777, 6616, 0, 6777, 6606, 0, blends_street_01_85
addAllRange, 6778, 6615, 0, 6778, 6605, 0, blends_street_01_85
addAllRange, 6779, 6614, 0, 6779, 6605, 0, blends_street_01_85
addAllRange, 6780, 6613, 0, 6780, 6604, 0, blends_street_01_85
addAllRange, 6781, 6612, 0, 6781, 6604, 0, blends_street_01_85
addAllRange, 6782, 6611, 0, 6782, 6604, 0, blends_street_01_85
addAllRange, 6783, 6610, 0, 6783, 6604, 0, blends_street_01_85
addAllRange, 6784, 6609, 0, 6784, 6604, 0, blends_street_01_85
addAllRange, 6785, 6608, 0, 6785, 6604, 0, blends_street_01_85
addAllRange, 6786, 6607, 0, 6786, 6604, 0, blends_street_01_85
addAllRange, 6787, 6606, 0, 6787, 6604, 0, blends_street_01_85
addAllRange, 6788, 6605, 0, 6788, 6604, 0, blends_street_01_85
add, 6989, 6604, 0, blends_street_01_85
add, 6774, 6609, 0, blends_street_01_85
add, 6773, 6610, 0, blends_street_01_85
add, 6774, 6610, 0, blends_street_01_85
add, 6775, 6610, 0, blends_street_01_85
add, 6775, 6609, 0, blends_street_01_85
add, 6775, 6608, 0, blends_street_01_85
add, 6788, 6605, 0, blends_natural_01_18
add, 6787, 6606, 0, blends_natural_01_18
add, 6786, 6607, 0, blends_natural_01_18
add, 6785, 6608, 0, blends_natural_01_18
add, 6784, 6609, 0, blends_natural_01_18
add, 6783, 6610, 0, blends_natural_01_18
add, 6782, 6611, 0, blends_natural_01_18
add, 6781, 6612, 0, blends_natural_01_18
add, 6780, 6613, 0, blends_natural_01_18
add, 6779, 6614, 0, blends_natural_01_18
add, 6778, 6615, 0, blends_natural_01_18
add, 6777, 6616, 0, blends_natural_01_18
add, 6776, 6617, 0, blends_natural_01_18
addAllRange, 7714, 7118, 0, 7707, 7117, 0, floors_interior_tilesandwood_01_52
addAllRange, 7714, 7119, 0, 7708, 7119, 0, flooring_raised_ddd_40
remove,7707,7718,0,flooring_raised_02_ddd_38
remove,7707,7717,0,flooring_raised_02_ddd_38
remove,7719,7118,0,flooring_raised_02_ddd_38
remove,7719,7118,0,flooring_raised_ddd_45
remove,7719,7117,0,flooring_raised_ddd_45
removeAllRange, 7722, 7121, 0, 7719, 7115, 0
addAllRange, 7722, 7121, 0, 7719, 7115, 0, blends_street_01_54
